food_id,food_name_ar,food_name_en,ingredients_ar,ingredients_en,description_ar,description_en,main_category_ar,main_category_en,calorie_category,rating_avg,image_url,calories_per_100g,fats_per_100g,protein_per_100g,carbs_per_100g,user_1_rating,user_2_rating,user_3_rating,user_4_rating,user_5_rating,user_6_rating,user_7_rating,user_8_rating,user_9_rating,user_10_rating,user_11_rating,user_12_rating,user_13_rating,user_14_rating,user_15_rating,user_16_rating,user_17_rating,user_18_rating,user_19_rating,user_20_rating
30099,كريب بالنوتيلا,Nutella Crepe,دقيق، بيض، لبن، زبدة، نوتيلا,"Flour, eggs, milk, butter, Nutella",كريب رقيق محشو بالنوتيلا الكريمية,Thin crepe filled with creamy Nutella.,معجنات,Pastry,High,2.1,https://upload.wikimedia.org/wikipedia/commons/4/41/Crepes_with_nutella.jpg,340.0,16.0,7.0,45.0,,,,1.0,,1.0,1.0,,3.0,,,,,,,5.0,2.0,2.0,,
30100,فراخ بانيه بالصلصة,Chicken Pane with Sauce,صدر فراخ، بقسماط، بيض، زيت، صلصة طماطم,"Chicken breast, breadcrumbs, eggs, oil, tomato sauce",فراخ بانيه مقرمشة مع صلصة الطماطم,Crispy breaded chicken with tomato sauce.,دواجن,Poultry,High,3.6,https://upload.wikimedia.org/wikipedia/commons/8/8e/Chicken_pane.jpg,265.0,13.0,22.0,18.0,,4.0,,,,,,,,,5.0,4.0,,,,,,3.0,2.0,
30101,بيف برجر مصري,Egyptian Beef Burger,لحم مفروم، بصل، ثوم، بهارات، خبز برجر,"Ground beef, onion, garlic, spices, burger bun",برجر لحم بقري متبل بالتوابل المصرية,Ground beef burger seasoned with Egyptian spices.,لحوم,Meat,High,3.2,https://upload.wikimedia.org/wikipedia/commons/6/60/Beef_burger.jpg,320.0,18.0,20.0,25.0,4.0,,,,,,,3.0,,,,5.0,1.0,3.0,,,,,,3.0
30102,جمبري محمر بالثوم,Sautéed Shrimp with Garlic,جمبري، ثوم، زبدة، ليمون، بقدونس,"Shrimp, garlic, butter, lemon, parsley",جمبري محمر سريع بالثوم والزبدة,Quick sautéed shrimp with garlic and butter.,أسماك,Seafood,Medium,3.0,https://upload.wikimedia.org/wikipedia/commons/e/e2/Sauteed_shrimp_garlic.jpg,135.0,6.0,20.0,2.0,,3.0,,,,,,,2.0,,,,,,,4.0,,3.0,,
30103,عصيدة بالعسل,Asida with Honey,دقيق قمح، ماء، ملح، عسل، سمنة,"Wheat flour, water, salt, honey, ghee",عصيدة قمح مصرية تقليدية تُقدم مع العسل والسمنة,Traditional Egyptian wheat porridge served with honey and ghee.,نباتي,Vegetarian,High,3.5,https://upload.wikimedia.org/wikipedia/commons/5/5c/Asida_porridge.jpg,280.0,8.0,5.0,48.0,2.0,,,2.0,,,,3.0,4.0,5.0,,,,,5.0,,,,,
30104,صينية سمك بالخضار,Fish Tray with Vegetables,سمك بلطي، بطاطس، طماطم، فلفل، بصل، زيت,"Tilapia, potatoes, tomatoes, peppers, onion, oil",صينية سمك مشوي في الفرن مع الخضار الطازجة,Baked fish tray in oven with fresh vegetables.,أسماك,Seafood,Medium,4.1,https://upload.wikimedia.org/wikipedia/commons/b/b3/Fish_vegetable_tray.jpg,145.0,5.5,18.0,8.0,,,,,4.0,,2.0,,5.0,,5.0,3.0,,,4.0,,5.0,5.0,,
30105,فتوش مصري,Egyptian Fattoush,خبز محمص، خس، طماطم، خيار، فجل، ليمون، زيت زيتون,"Toasted bread, lettuce, tomatoes, cucumber, radish, lemon, olive oil",سلطة فتوش بالخبز المحمص والخضار الطازجة,Fattoush salad with toasted bread and fresh vegetables.,سلطات,Salad,Low,2.0,https://upload.wikimedia.org/wikipedia/commons/3/3a/Fattoush.jpg,85.0,3.5,2.5,13.0,3.0,,,,,2.0,,1.0,2.0,,,,,,,2.0,,3.0,,1.0
30106,خبز بالثوم والأعشاب,Garlic Herb Bread,خبز فرنسي، ثوم، زبدة، بقدونس، زعتر,"French bread, garlic, butter, parsley, thyme",خبز مقرمش بالثوم والأعشاب الطازجة,Crispy garlic herb bread with fresh herbs.,معجنات,Pastry,High,2.8,https://upload.wikimedia.org/wikipedia/commons/7/72/Garlic_bread.jpg,295.0,14.0,7.0,38.0,,4.0,,,1.0,1.0,,,4.0,,2.0,3.0,,2.0,,,,5.0,,
30107,طاجن سمك بالطماطم,Fish Tagine with Tomatoes,سمك، طماطم، بصل، ثوم، فلفل، كزبرة,"Fish, tomatoes, onion, garlic, peppers, coriander",طاجن سمك مصري بالطماطم والبهارات في الفرن,Egyptian fish tagine with tomatoes and spices in the oven.,أسماك,Seafood,Low,4.0,https://upload.wikimedia.org/wikipedia/commons/9/94/Fish_tagine.jpg,120.0,4.0,17.0,6.0,,,3.0,,,,,,,,,,,,,4.0,4.0,5.0,,
30108,فريك بالدجاج,Freekeh with Chicken,فريك، دجاج، بصل، كمون، قرفة، بهارات,"Freekeh, chicken, onion, cumin, cinnamon, spices",أرز الفريك المطهو مع الدجاج والبهارات المصرية,Freekeh grain cooked with chicken and Egyptian spices.,دواجن,Poultry,Medium,3.0,https://upload.wikimedia.org/wikipedia/commons/5/5f/Freekeh_chicken.jpg,190.0,5.0,18.0,20.0,,,,4.0,,,3.0,,,,,,,2.0,3.0,,3.0,,,
30109,بيض محمر بالبصل,Fried Eggs with Onion,بيض، بصل، طماطم، زيت، ملح، فلفل,"Eggs, onion, tomatoes, oil, salt, pepper",بيض مقلي مع البصل والطماطم على الطريقة المصرية,Fried eggs with onion and tomatoes Egyptian style.,نباتي,Vegetarian,Medium,2.7,https://upload.wikimedia.org/wikipedia/commons/7/79/Fried_eggs_onion.jpg,165.0,12.0,9.0,4.0,,,4.0,,,2.0,2.0,5.0,,2.0,,,,,1.0,,3.0,,,
30110,مكرونة بالصلصة الحمراء,Pasta with Red Sauce,مكرونة، صلصة طماطم، ثوم، بصل، بهارات,"Pasta, tomato sauce, garlic, onion, spices",مكرونة بصلصة الطماطم المصرية الكلاسيكية,Pasta with classic Egyptian tomato sauce.,مكرونة,Pasta,Medium,2.0,https://upload.wikimedia.org/wikipedia/commons/a/a3/Pasta_tomato_sauce.jpg,185.0,3.0,6.5,35.0,,,,,3.0,,,,2.0,,,,,1.0,,,,,,
30111,حمام مشوي,Grilled Pigeon,حمام، ثوم، ليمون، كمون، بهارات,"Pigeon, garlic, lemon, cumin, spices",حمام مصري مشوي بالبهارات والليمون,Egyptian pigeon grilled with spices and lemon.,دواجن,Poultry,Medium,4.0,https://upload.wikimedia.org/wikipedia/commons/6/6f/Grilled_pigeon.jpg,210.0,10.0,28.0,0.0,5.0,,4.0,,,,,,,4.0,,,,5.0,,5.0,3.0,,2.0,
30112,كباب حله,Halla Kebab,لحم ضأن، بصل، طماطم، بهارات، ملح,"Lamb, onion, tomatoes, spices, salt",كباب لحم ضأن مطهو في القدر مع الطماطم والبصل,Lamb kebab cooked in pot with tomatoes and onion.,لحوم,Meat,Medium,2.8,https://upload.wikimedia.org/wikipedia/commons/c/cb/Lamb_kebab_pot.jpg,245.0,16.0,20.0,5.0,,,,,1.0,,1.0,,,,,4.0,,,,,,3.0,,5.0
30113,شوربة المجدرة,Mujaddara Soup,عدس، أرز، بصل مقلي، كمون، ملح,"Lentils, rice, fried onion, cumin, salt",شوربة العدس والأرز مع البصل المقلي المقرمش,Lentil and rice soup with crispy fried onion.,شوربة,Soup,Low,2.8,https://upload.wikimedia.org/wikipedia/commons/8/83/Mujaddara.jpg,95.0,2.0,5.5,16.0,2.0,,1.0,,,,2.0,,,,5.0,,,1.0,,,2.0,,5.0,4.0
30114,سلطة الزبادي بالخيار,Yogurt Cucumber Salad,زبادي، خيار، ثوم، نعناع، ملح,"Yogurt, cucumber, garlic, mint, salt",سلطة زبادي منعشة بالخيار والنعناع,Refreshing yogurt salad with cucumber and mint.,سلطات,Salad,Low,2.7,https://upload.wikimedia.org/wikipedia/commons/8/8c/Tzatziki.jpg,65.0,2.5,4.0,6.0,,,,4.0,,,,,3.0,,,,,,,,1.0,,,
30115,فول بالزيت والليمون,Ful with Oil and Lemon,فول مدمس، زيت زيتون، ليمون، ثوم، كمون,"Fava beans, olive oil, lemon, garlic, cumin",فول مدمس بالزيت والليمون على الطريقة الإسكندرانية,Fava beans with olive oil and lemon Alexandrian style.,نباتي,Vegetarian,Low,3.0,https://upload.wikimedia.org/wikipedia/commons/a/ae/Ful_medames.jpg,110.0,4.5,7.0,12.0,,,,,3.0,,,,3.0,,,,5.0,,,1.0,,,,
30116,مشاوي مشكلة,Mixed Grill,كفتة، ريش لحم، دجاج، كباب، صلصة,"Kofta, lamb ribs, chicken, kebab, sauce",طبق مشاوي مصري مشكل من الكفتة والريش والدجاج,"Egyptian mixed grill platter with kofta, ribs and chicken.",لحوم,Meat,High,3.3,https://upload.wikimedia.org/wikipedia/commons/0/08/Mixed_grill_plate.jpg,280.0,18.0,24.0,3.0,,4.0,,5.0,,,2.0,,,,1.0,,4.0,3.0,,,,,4.0,
30117,شوربة الفريك,Freekeh Soup,فريك، مرقة دجاج، بصل، جزر، ملح، بهارات,"Freekeh, chicken broth, onion, carrots, salt, spices",شوربة الفريك الدافئة الغنية بالفيتامينات,Warm freekeh soup rich in vitamins.,شوربة,Soup,Low,3.0,https://upload.wikimedia.org/wikipedia/commons/9/90/Freekeh_soup.jpg,70.0,1.5,4.0,12.0,,,,,,2.0,,,,,4.0,,,,,3.0,,,,
30118,دجاج محمر بالبصل,Chicken with Caramelized Onion,أرانب أو دجاج، بصل، سمنة، ملح، بهارات,"Chicken, caramelized onion, ghee, salt, spices",دجاج محمر مع البصل المكرمل بالسمنة,Browned chicken with caramelized onion in ghee.,دواجن,Poultry,Medium,3.1,https://upload.wikimedia.org/wikipedia/commons/7/74/Chicken_caramelized_onion.jpg,225.0,13.0,22.0,6.0,3.0,,4.0,,,3.0,,,3.0,,,,2.0,,,,,5.0,1.0,4.0
30119,جوافة بالجبنة القريش,Guava with Cottage Cheese,جوافة، جبنة قريش، عسل,"Guava, cottage cheese, honey",وجبة خفيفة مصرية منعشة بالجوافة والجبنة,Refreshing Egyptian light snack with guava and cheese.,نباتي,Vegetarian,Low,2.2,https://upload.wikimedia.org/wikipedia/commons/8/8e/Guava_fruit.jpg,85.0,2.0,6.0,12.0,,2.0,,,,,,2.0,,4.0,,1.0,,,,,,,2.0,
30120,سلطة الأرز البني بالتونة,Brown Rice Tuna Salad,أرز بني، تونة، خيار، كزبرة، ليمون,"Brown rice, tuna, cucumber, coriander, lemon",سلطة متوازنة من الأرز البني والتونة عالية البروتين,Balanced salad of brown rice and high-protein tuna.,سلطات,Salad,Medium,5.0,https://upload.wikimedia.org/wikipedia/commons/d/d3/Rice_tuna_salad.jpg,165.0,3.5,18.0,18.0,,,,,,,,5.0,,,,,5.0,,,,,,5.0,
30121,سمك المكريل المشوي,Grilled Mackerel,سمك مكريل، زعتر، ليمون، ثوم، زيت زيتون,"Mackerel, thyme, lemon, garlic, olive oil",سمك مكريل مشوي غني بأوميغا 3 والبروتين,Grilled mackerel rich in omega-3 and protein.,أسماك,Seafood,Medium,3.7,https://upload.wikimedia.org/wikipedia/commons/8/82/Grilled_mackerel.jpg,190.0,12.0,20.0,0.0,2.0,,,,,,,,,4.0,3.0,5.0,,,,5.0,,3.0,,
30122,سموزي الكيوي والسبانخ,Kiwi Spinach Smoothie,كيوي، سبانخ، موز، ماء جوز الهند، زنجبيل,"Kiwi, spinach, banana, coconut water, ginger",سموزي أخضر منعش غني بفيتامين C والألياف,Refreshing green smoothie rich in vitamin C and fiber.,سموزي ومخفوقات,Smoothies & Shakes,Low,2.8,https://upload.wikimedia.org/wikipedia/commons/5/59/Kiwi_spinach_smoothie.jpg,70.0,0.5,2.0,15.0,,,,,,,,,,,1.0,,1.0,,,3.0,4.0,,5.0,
30123,بيتزا الكرنب بالدجاج,Cauliflower Pizza with Chicken,زهرة كرنب، صدر دجاج، صلصة طماطم، جبنة قليلة الدهون,"Cauliflower, chicken breast, tomato sauce, low-fat cheese",بيتزا كيتو بقاعدة الكرنب والدجاج قليلة الكربوهيدرات,"Keto pizza with cauliflower base and chicken, low in carbs.",دواجن,Poultry,Low,2.5,https://upload.wikimedia.org/wikipedia/commons/4/45/Cauliflower_pizza.jpg,110.0,4.0,14.0,7.0,,2.0,,,,2.0,,2.0,,,,3.0,,,1.0,,,,,5.0
30124,سلطة الحمص والبروكلي,Chickpea Broccoli Salad,حمص، بروكلي، جزر، خل بلسمي، زيت زيتون,"Chickpeas, broccoli, carrots, balsamic vinegar, olive oil",سلطة غنية بالبروتين النباتي ومضادات الأكسدة,Salad rich in plant protein and antioxidants.,سلطات,Salad,Low,3.5,https://upload.wikimedia.org/wikipedia/commons/4/4a/Chickpea_broccoli_salad.jpg,125.0,5.0,6.5,14.0,,,,2.0,,,,,,,,,,,3.0,,,4.0,,5.0
30125,مخفوق الفراولة والشوفان,Strawberry Oat Shake,فراولة، شوفان، لبن، بروتين، عسل,"Strawberries, oats, milk, protein powder, honey",مخفوق صحي بالفراولة والشوفان مثالي لما بعد التمرين,Healthy strawberry oat shake ideal post-workout.,مخفوقات بروتين,Protein Shakes,Medium,2.9,https://upload.wikimedia.org/wikipedia/commons/6/65/Strawberry_oat_smoothie.jpg,210.0,3.5,20.0,28.0,3.0,,,,,,,3.0,4.0,3.0,,,1.0,,,3.0,3.0,,,
30126,سلطة الكيل والأفوكادو,Kale Avocado Salad,كيل، أفوكادو، ليمون، زيت زيتون، ملح,"Kale, avocado, lemon, olive oil, salt",سلطة الكيل الغنية بالحديد والأفوكادو المليء بالدهون الصحية,Kale salad rich in iron with avocado full of healthy fats.,سلطات,Salad,Medium,2.0,https://upload.wikimedia.org/wikipedia/commons/7/79/Kale_avocado_salad.jpg,180.0,14.0,4.0,9.0,,,,,,,,2.0,,4.0,,,,,,,1.0,1.0,,
30127,دجاج بالليمون والكبر,Lemon Caper Chicken,صدر دجاج، ليمون، كبر، زبدة، مرق,"Chicken breast, lemon, capers, butter, broth",صدر دجاج بصلصة الليمون والكبر الخفيفة,Chicken breast with light lemon caper sauce.,دواجن,Poultry,Low,2.1,https://upload.wikimedia.org/wikipedia/commons/8/84/Chicken_piccata.jpg,155.0,6.0,25.0,3.0,,1.0,1.0,,,,4.0,3.0,,,3.0,,2.0,,,2.0,,,1.0,
30128,لحم بقري بالبروكلي,Beef with Broccoli,لحم بقري هزيل، بروكلي، ثوم، صلصة صويا خفيفة,"Lean beef, broccoli, garlic, light soy sauce",لحم بقري هزيل مع البروكلي وجبة صحية عالية البروتين,"Lean beef with broccoli, a high-protein healthy meal.",لحوم,Meat,Medium,2.8,https://upload.wikimedia.org/wikipedia/commons/c/c7/Beef_broccoli.jpg,175.0,6.5,22.0,8.0,,,,,3.0,,,,,,3.0,4.0,,2.0,,,2.0,,,
30129,بودينغ الشيا بجوز الهند,Coconut Chia Pudding,بذور شيا، حليب جوز الهند، عسل، فانيليا,"Chia seeds, coconut milk, honey, vanilla",بودينغ شيا غني بالألياف وأوميغا 3 وجبة فطور صحية,"Chia pudding rich in fiber and omega-3, a healthy breakfast.",حلويات,Dessert,Low,2.6,https://upload.wikimedia.org/wikipedia/commons/4/43/Chia_pudding_coconut.jpg,145.0,8.0,5.0,14.0,,,2.0,,,,,4.0,,,4.0,,2.0,,4.0,1.0,,,,1.0
30130,سلطة الجرجير بالبارميزان,Rocket Parmesan Salad,جرجير، جبنة بارميزان، خردل، ليمون، زيت زيتون,"Rocket, parmesan cheese, mustard, lemon, olive oil",سلطة الجرجير الحارة مع جبنة البارميزان,Peppery rocket salad with parmesan cheese.,سلطات,Salad,Low,3.7,https://upload.wikimedia.org/wikipedia/commons/e/e4/Rocket_parmesan_salad.jpg,110.0,8.0,5.0,4.0,,,,,,,,,5.0,,,,,,,,,1.0,,5.0
30131,سموزي الكركم والزنجبيل,Turmeric Ginger Smoothie,كركم، زنجبيل، ليمون، عسل، فلفل أسود، ماء,"Turmeric, ginger, lemon, honey, black pepper, water",سموزي مضاد للالتهابات غني بمضادات الأكسدة,Anti-inflammatory smoothie rich in antioxidants.,سموزي ومخفوقات,Smoothies & Shakes,Low,3.0,https://upload.wikimedia.org/wikipedia/commons/6/68/Turmeric_ginger_drink.jpg,45.0,0.2,0.5,10.0,,,,,,,2.0,4.0,1.0,4.0,3.0,,,5.0,2.0,,3.0,,,
30132,صدر دجاج بالبهارات الهندية,Indian Spiced Chicken Breast,صدر دجاج، كاري، كركم، ثوم، زبادي,"Chicken breast, curry, turmeric, garlic, yogurt",صدر دجاج متبل بالكاري والكركم مشوي بطريقة صحية,Curry and turmeric marinated chicken breast grilled healthily.,دواجن,Poultry,Low,3.0,https://upload.wikimedia.org/wikipedia/commons/4/4e/Tandoori_chicken.jpg,160.0,4.0,28.0,4.0,5.0,,4.0,1.0,,,2.0,,,,2.0,4.0,4.0,,2.0,,,,,
30133,عصير الشمندر وجزر,Beet Carrot Juice,شمندر، جزر، تفاح، زنجبيل، ليمون,"Beet, carrots, apple, ginger, lemon",عصير منظف للدم غني بالحديد وفيتامين C,Blood-cleansing juice rich in iron and vitamin C.,عصائر ومشروبات باردة,Juices & Cold Drinks,Low,3.7,https://upload.wikimedia.org/wikipedia/commons/4/44/Beet_carrot_juice.jpg,55.0,0.2,1.5,12.0,,,,,5.0,,,,,,,,1.0,5.0,,,,,,
30134,تمر باللوز,Dates with Almonds,تمر، لوز، سمسم,"Dates, almonds, sesame",وجبة خفيفة طبيعية غنية بالسكريات الطبيعية والطاقة,Natural snack rich in natural sugars and energy.,نباتي,Vegetarian,High,3.0,https://upload.wikimedia.org/wikipedia/commons/b/b7/Dates_almonds.jpg,380.0,12.0,5.0,65.0,3.0,,,,,,3.0,,4.0,,,,3.0,,,,4.0,1.0,,
30135,سموزي الأفوكادو والكاكاو,Avocado Cacao Smoothie,أفوكادو، مسحوق كاكاو، موز، لبن لوز، عسل,"Avocado, cacao powder, banana, almond milk, honey",سموزي أفوكادو كاكاو غني بالدهون الصحية ومضادات الأكسدة,Avocado cacao smoothie rich in healthy fats and antioxidants.,سموزي ومخفوقات,Smoothies & Shakes,Medium,2.2,https://upload.wikimedia.org/wikipedia/commons/3/36/Avocado_chocolate_smoothie.jpg,195.0,14.0,5.0,18.0,,,,,,,,1.0,,,,,,,4.0,1.0,3.0,,,
30136,فيليه سلمون بالمانجو,Salmon Fillet with Mango Salsa,سلمون، مانجو، فلفل أحمر، كزبرة، ليمون,"Salmon, mango, red pepper, coriander, lemon",سلمون مشوي مع سالسا المانجو الاستوائية,Grilled salmon with tropical mango salsa.,أسماك,Seafood,Medium,3.8,https://upload.wikimedia.org/wikipedia/commons/7/7b/Salmon_mango_salsa.jpg,195.0,11.0,22.0,8.0,,,,4.0,,,,,4.0,,,,,,4.0,3.0,,,,
30137,بروتين بودل دجاج,Chicken Protein Bowl,أرز بني، صدر دجاج، أفوكادو، طماطم، خس,"Brown rice, chicken breast, avocado, tomatoes, lettuce",بودل بروتين متكامل بالدجاج والأفوكادو والأرز البني,"Complete protein bowl with chicken, avocado and brown rice.",دواجن,Poultry,Medium,4.0,https://upload.wikimedia.org/wikipedia/commons/9/91/Chicken_protein_bowl.jpg,285.0,10.0,28.0,22.0,,,,,,,,,,4.0,,5.0,,,,,,,,3.0
30138,مخفوق الفول السوداني والشوكولاتة الداكنة,Dark Chocolate Peanut Butter Shake,زبدة فول سوداني، مسحوق شوكولاتة داكنة، بروتين، لبن,"Peanut butter, dark chocolate powder, protein, milk",مخفوق بروتين غني بالطاقة مثالي للتحضير للتمرين,Energy-rich protein shake ideal for pre-workout.,مخفوقات بروتين,Protein Shakes,Medium,2.8,https://upload.wikimedia.org/wikipedia/commons/3/38/Chocolate_peanut_shake.jpg,320.0,12.0,28.0,26.0,,,2.0,,,,4.0,,,5.0,,,1.0,3.0,2.0,,,,,
